# Id,Values
54156,4.094
54157,6.073
54158,4.318
54159,6.224
54160,3.762
54161,4.138
54162,5.596
54163,5.127
54164,3.452
54165,5.127
54166,1.806
54167,4.426
54168,4.426
54169,4.939
54170,4.671
54171,3.272
54172,5.545
54173,2.687
54174,4.318
54175,5.234
54176,3.740
54177,2.496
54178,3.784
54179,6.073
54180,4.448
54181,4.650
54182,5.359
54183,5.256
54184,5.140
54185,2.730
54186,2.387
54187,3.784
54188,5.778
54189,4.925
54190,5.381
54191,4.466
54192,4.851
54193,5.149
54194,5.394
54195,5.329
54196,3.877
54197,5.350
54198,4.339
54199,4.360
54200,4.786
54201,4.939
54202,5.127
54203,5.249
54204,4.116
54205,4.029
54206,4.607
54207,3.877
54208,4.644
54209,4.507
54210,5.359
54211,5.394
54212,2.998
54213,4.671
54214,4.318
54215,3.937
54216,3.322
54217,2.752
54218,4.404
54219,3.654
54220,3.408
54221,3.719
54222,4.072
54223,4.448
54224,5.083
54225,5.171
54226,4.426
54227,4.882
54228,4.903
54229,5.823
54230,5.970
54231,4.426
54232,5.107
54233,4.492
54234,4.693
54235,3.430
54236,4.650
54237,5.171
54238,4.492
54239,4.628
54240,3.828
54241,4.239
54242,5.118
54243,5.684
54244,4.224
54245,4.029
54246,6.305
54247,5.858
54248,5.618
54249,4.903
54250,4.346
54251,3.784
54252,2.023
54253,3.762
54254,4.318
54255,5.806
54256,3.228
54257,3.740
54258,5.659
54259,4.339
54260,3.076
54261,4.528
54262,5.381
54263,4.530
54264,5.381
54265,4.882
54266,3.967
54267,4.181
54268,3.517
54269,3.430
54270,3.640
54271,5.127
54272,4.426
54273,2.853
54274,4.318
54275,5.118
54276,3.762
54277,5.118
54278,5.376
54279,3.986
54280,2.666
54281,5.561
54282,4.224
54283,4.448
54284,5.750
54285,5.403
54286,4.116
54287,5.016
54288,4.260
54289,5.394
54290,4.671
54291,4.469
54292,3.762
54293,4.094
54294,4.466
54295,3.207
54296,4.448
54297,3.445
54298,2.853
54299,4.996
54300,2.254
54301,2.853
54302,4.116
54303,4.350
54304,4.085
54305,3.228
54306,4.773
54307,3.221
54308,4.426
54309,3.871
54310,5.162
54311,4.795
54312,3.539
54313,4.673
54314,5.049
54315,5.329
54316,3.883
54317,3.762
54318,3.336
54319,3.517
54320,3.774
54321,3.083
54322,3.774
54323,4.673
54324,5.210
54325,6.112
54326,3.496
54327,4.426
54328,4.160
54329,4.209
54330,4.773
54331,3.635
54332,3.849
54333,5.480
54334,3.430
54335,4.628
54336,5.661
54337,4.550
54338,3.784
54339,4.715
54340,5.127
54341,4.448
54342,4.947
54343,4.550
54344,4.094
54345,4.939
54346,1.446
54347,4.218
54348,4.448
54349,4.094
54350,3.185
54351,4.339
54352,3.762
54353,3.762
54354,3.640
54355,4.231
54356,5.596
54357,5.703
54358,4.693
54359,4.903
54360,4.997
54361,5.376
54362,4.426
54363,5.793
54364,6.167
54365,4.296
54366,3.943
54367,4.246
54368,3.762
54369,2.246
54370,5.027
54371,2.845
54372,5.105
54373,1.225
54374,4.671
54375,4.628
54376,4.628
54377,4.448
54378,5.127
54379,5.582
54380,3.862
54381,3.762
54382,3.076
54383,4.218
54384,5.771
54385,4.882
54386,5.140
54387,5.394
54388,3.914
54389,4.426
54390,5.403
54391,4.261
54392,4.448
54393,3.207
54394,4.882
54395,3.740
54396,4.426
54397,4.939
54398,5.523
54399,4.094
54400,6.557
54401,3.849
54402,5.315
54403,2.088
54404,4.650
54405,4.426
54406,5.561
54407,4.361
54408,4.947
54409,4.318
54410,3.784
54411,5.162
54412,2.557
54413,3.613
54414,4.096
54415,4.917
54416,5.057
54417,4.765
54418,4.628
54419,4.094
54420,5.596
54421,4.296
54422,3.430
54423,3.740
54424,4.498
54425,5.823
54426,2.723
54427,4.917
54428,4.426
54429,3.166
54430,4.426
54431,3.762
54432,4.218
54433,4.426
54434,2.723
54435,6.001
54436,4.383
54437,4.895
54438,4.903
54439,4.094
54440,2.463
54441,5.118
54442,4.268
54443,2.557
54444,3.185
54445,4.903
54446,2.497
54447,3.986
54448,3.762
54449,5.075
54450,5.092
54451,5.394
54452,4.925
54453,4.218
54454,4.426
54455,3.221
54456,4.339
54457,3.762
54458,4.072
54459,4.939
54460,4.693
54461,4.528
54462,5.403
54463,3.430
54464,5.162
54465,4.873
54466,6.507
54467,5.703
54468,4.882
54469,4.628
54470,4.895
54471,3.113
54472,2.944
54473,5.118
54474,3.828
54475,4.051
54476,3.408
54477,5.027
54478,3.762
54479,3.871
54480,3.539
54481,5.435
54482,4.094
54483,4.101
54484,3.539
54485,2.823
54486,4.181
54487,3.762
54488,3.640
54489,4.209
54490,3.185
54491,4.693
54492,5.860
54493,3.640
54494,4.426
54495,3.654
54496,4.671
54497,5.806
54498,5.179
54499,2.947
54500,4.072
54501,5.451
54502,2.442
54503,4.751
54504,5.582
54505,4.296
54506,5.850
54507,5.755
54508,4.160
54509,4.319
54510,4.997
54511,3.668
54512,3.207
54513,3.806
54514,3.994
54515,4.873
54516,4.404
54517,5.882
54518,5.049
54519,4.433
54520,4.925
54521,4.239
54522,4.650
54523,3.907
54524,4.519
54525,3.784
54526,2.672
54527,5.049
54528,5.075
54529,3.668
54530,3.408
54531,4.448
54532,2.170
54533,4.448
54534,3.207
54535,4.550
54536,4.671
54537,4.094
54538,4.615
54539,4.448
54540,5.403
54541,6.305
54542,4.094
54543,4.094
54544,5.234
54545,7.245
54546,3.990
54547,4.550
54548,5.171
54549,5.684
54550,3.474
54551,4.671
54552,3.806
54553,5.162
54554,5.107
54555,5.681
54556,5.381
54557,3.330
54558,4.658
54559,2.110
54560,4.795
54561,5.127
54562,1.555
54563,5.315
54564,3.113
54565,4.426
54566,5.596
54567,4.339
54568,3.762
54569,4.947
54570,3.871
54571,3.992
54572,4.895
54573,3.272
54574,5.027
54575,3.408
54576,5.105
54577,5.140
54578,3.774
54579,4.275
54580,4.689
54581,4.426
54582,4.072
54583,4.903
54584,4.903
54585,3.664
54586,4.448
54587,4.404
54588,3.806
54589,4.917
54590,3.784
54591,4.339
54592,4.671
54593,3.452
54594,3.408
54595,4.318
54596,4.181
54597,4.895
54598,4.758
54599,3.986
54600,5.337
54601,5.937
54602,2.023
54603,4.925
54604,4.519
54605,4.448
54606,4.296
54607,4.318
54608,4.650
54609,3.784
54610,4.448
54611,3.871
54612,5.237
54613,4.203
54614,5.582
54615,5.769
54616,1.893
54617,5.403
54618,4.094
54619,4.122
54620,4.873
54621,5.162
54622,2.723
54623,3.762
54624,4.448
54625,5.118
54626,4.348
54627,5.376
54628,4.072
54629,3.539
54630,4.239
54631,2.644
54632,3.430
54633,5.337
54634,2.473
54635,3.550
54636,5.618
54637,2.355
54638,3.582
54639,4.203
54640,5.828
54641,2.055
54642,4.116
54643,3.762
54644,5.394
54645,6.073
54646,5.359
54647,5.162
54648,3.185
54649,4.220
54650,4.448
54651,4.072
54652,4.693
54653,3.539
54654,6.342
54655,4.903
54656,4.448
54657,4.895
54658,5.858
54659,4.895
54660,3.877
54661,3.871
54662,5.077
54663,4.339
54664,2.044
54665,5.097
54666,1.914
54667,4.671
54668,4.426
54669,4.903
54670,4.882
54671,6.305
54672,4.426
54673,5.480
54674,5.970
54675,4.817
54676,5.359
54677,3.632
54678,2.420
54679,4.116
54680,4.628
54681,3.740
54682,7.055
54683,2.644
54684,6.305
54685,3.740
54686,4.166
54687,4.339
54688,4.385
54689,3.430
54690,3.185
54691,4.925
54692,4.882
54693,4.383
54694,4.094
54695,2.606
54696,2.823
54697,4.094
54698,5.714
54699,4.873
54700,5.002
54701,5.097
54702,3.430
54703,2.280
54704,3.246
54705,4.448
54706,5.162
54707,4.773
54708,4.498
54709,4.925
54710,4.528
54711,2.774
54712,4.296
54713,4.116
54714,4.269
54715,4.296
54716,4.426
54717,4.426
54718,4.261
54719,5.986
54720,3.408
54721,5.359
54722,5.359
54723,4.448
54724,3.964
54725,4.550
54726,3.762
54727,5.403
54728,3.762
54729,4.947
54730,3.740
54731,4.470
54732,4.628
54733,5.937
54734,3.185
54735,5.062
54736,5.350
54737,4.181
54738,4.993
54739,5.725
54740,4.895
54741,5.278
54742,6.738
54743,5.596
54744,4.426
54745,4.903
54746,3.740
54747,4.087
54748,3.762
54749,3.784
54750,5.218
54751,5.360
54752,4.913
54753,4.940
54754,4.296
54755,3.916
54756,3.784
54757,4.571
54758,4.895
54759,4.882
54760,4.296
54761,4.007
54762,2.923
54763,4.268
54764,4.895
54765,2.268
54766,5.162
54767,4.830
54768,4.116
54769,1.734
54770,5.828
54771,2.774
54772,4.650
54773,5.368
54774,4.094
54775,5.118
54776,4.947
54777,4.426
54778,3.539
54779,3.864
54780,4.224
54781,4.550
54782,4.404
54783,3.762
54784,3.773
54785,5.486
54786,3.664
54787,5.359
54788,3.964
54789,3.429
54790,4.650
54791,4.903
54792,4.224
54793,4.181
54794,4.072
54795,4.895
54796,4.665
54797,4.426
54798,4.882
54799,4.895
54800,4.650
54801,3.828
54802,4.895
54803,4.116
54804,3.185
54805,4.650
54806,6.197
54807,4.339
54808,3.740
54809,4.858
54810,4.470
54811,4.426
54812,4.650
54813,3.539
54814,4.339
54815,4.630
54816,4.448
54817,3.517
54818,3.871
54819,3.523
54820,5.272
54821,4.160
54822,4.072
54823,5.127
54824,3.784
54825,3.849
54826,4.650
54827,5.394
54828,3.604
54829,4.426
54830,2.164
54831,3.675
54832,2.131
54833,4.072
54834,3.408
54835,4.072
54836,2.853
54837,3.430
54838,4.686
54839,4.209
54840,3.430
54841,4.426
54842,5.149
54843,4.426
54844,4.847
54845,3.473
54846,4.181
54847,4.925
54848,4.296
54849,6.073
54850,4.094
54851,4.318
54852,3.430
54853,3.964
54854,2.110
54855,5.027
54856,4.650
54857,3.986
54858,3.654
54859,3.784
54860,3.774
54861,5.062
54862,3.740
54863,5.315
54864,4.426
54865,4.268
54866,4.671
54867,3.276
54868,4.671
54869,3.828
54870,3.784
54871,3.228
54872,6.008
54873,4.693
54874,4.650
54875,3.740
54876,4.715
54877,6.608
54878,5.626
54879,3.784
54880,5.354
54881,4.939
54882,5.769
54883,4.824
54884,6.507
54885,6.073
54886,4.094
54887,5.149
54888,5.997
54889,3.762
54890,5.256
54891,4.882
54892,3.632
54893,6.670
54894,4.426
54895,3.539
54896,7.013
54897,3.533
54898,4.770
54899,3.951
54900,3.246
54901,4.671
54902,4.209
54903,3.091
54904,3.774
54905,5.858
54906,3.719
54907,4.094
54908,5.140
54909,2.551
54910,4.239
54911,3.740
54912,1.827
54913,4.296
54914,3.185
54915,6.172
54916,4.339
54917,4.404
54918,3.784
54919,3.762
54920,5.828
54921,5.272
54922,4.433
54923,5.027
54924,3.575
54925,3.762
54926,4.882
54927,2.502
54928,4.469
54929,2.700
54930,3.768
54931,5.337
54932,3.452
54933,5.596
54934,5.387
54935,3.517
54936,5.049
54937,1.799
54938,3.272
54939,3.207
54940,4.686
54941,4.153
54942,4.650
54943,5.350
54944,4.318
54945,4.795
54946,3.185
54947,3.185
54948,2.189
54949,4.131
54950,5.337
54951,5.049
54952,4.895
54953,4.913
54954,5.626
54955,5.001
54956,2.290
54957,3.762
54958,4.160
54959,4.209
54960,4.246
54961,4.275
54962,3.332
54963,4.326
54964,4.404
54965,5.049
54966,4.903
54967,4.671
54968,5.552
54969,6.073
54970,4.993
54971,5.350
54972,4.116
54973,4.541
54974,4.448
54975,4.903
54976,4.505
54977,5.626
54978,4.209
54979,4.528
54980,6.637
54981,5.049
54982,4.808
54983,5.555
54984,4.007
54985,5.049
54986,5.227
54987,6.305
54988,4.318
54989,2.845
54990,2.998
54991,4.203
54992,4.492
54993,3.740
54994,4.463
54995,3.640
54996,5.359
54997,3.997
54998,6.008
54999,4.404
55000,4.318
55001,6.434
55002,3.539
55003,2.376
55004,5.027
55005,5.207
55006,5.458
55007,4.448
55008,4.094
55009,6.224
55010,2.496
55011,4.231
55012,2.889
55013,4.947
55014,3.654
55015,4.808
55016,4.873
55017,5.049
55018,4.438
55019,5.337
55020,4.470
55021,4.771
55022,6.173
55023,4.947
55024,4.138
55025,5.582
55026,5.430
55027,3.937
55028,4.921
55029,5.806
55030,3.907
55031,3.864
55032,4.724
55033,4.650
55034,4.686
55035,4.463
55036,5.329
55037,5.403
55038,4.650
55039,5.005
55040,3.632
55041,5.714
55042,5.360
55043,3.654
55044,3.185
55045,4.671
55046,5.105
55047,6.240
55048,5.171
55049,4.181
55050,3.706
55051,4.231
55052,3.654
55053,3.964
55054,4.116
55055,3.113
55056,4.296
55057,5.162
55058,2.557
55059,2.723
55060,6.283
55061,4.975
55062,4.903
55063,4.203
55064,5.359
55065,4.686
55066,5.376
55067,5.431
55068,5.582
55069,3.272
55070,4.239
55071,4.094
55072,4.671
55073,4.326
55074,4.072
55075,3.762
55076,4.715
55077,5.582
55078,4.007
55079,5.294
55080,4.939
55081,4.858
55082,3.221
55083,4.426
55084,4.563
55085,5.793
55086,5.097
55087,4.203
55088,4.650
55089,3.762
55090,3.762
55091,5.105
55092,4.891
55093,6.240
55094,4.094
55095,5.162
55096,5.482
55097,3.730
55098,4.671
55099,4.426
55100,4.903
55101,4.426
55102,4.895
55103,1.712
55104,2.940
55105,4.947
55106,6.726
55107,4.094
55108,3.740
55109,4.094
55110,5.403
55111,2.889
55112,4.895
55113,2.442
55114,5.563
55115,3.684
55116,4.671
55117,4.882
55118,3.272
55119,4.029
55120,4.203
55121,4.498
55122,3.864
55123,6.305
55124,4.686
55125,4.939
55126,4.528
55127,3.185
55128,4.492
55129,4.318
55130,3.539
55131,5.118
55132,4.925
55133,4.404
55134,5.769
55135,4.448
55136,5.414
55137,5.005
55138,4.072
55139,5.360
55140,4.116
55141,3.762
55142,4.101
55143,4.181
55144,4.448
55145,5.626
55146,2.232
55147,4.448
55148,3.185
55149,4.404
55150,4.016
55151,5.858
55152,3.951
55153,5.294
55154,4.326
55155,5.713
55156,4.426
55157,2.153
55158,5.777
55159,5.250
55160,3.408
55161,4.318
55162,3.640
55163,4.239
55164,4.925
55165,4.448
55166,4.786
55167,4.239
55168,6.082
55169,5.057
55170,3.762
55171,4.028
55172,5.858
55173,3.075
55174,4.563
55175,3.784
55176,3.185
55177,4.426
55178,5.350
55179,4.492
55180,4.895
55181,4.817
55182,6.356
55183,6.128
55184,4.246
55185,5.381
55186,3.207
55187,5.140
55188,4.671
55189,5.394
55190,5.118
55191,5.684
55192,5.858
55193,5.136
55194,3.113
55195,3.632
55196,3.632
55197,4.166
55198,5.234
55199,3.539
55200,4.438
55201,5.359
55202,3.740
55203,3.762
55204,4.932
55205,4.426
55206,5.261
55207,4.628
55208,4.246
55209,3.964
55210,4.786
55211,4.339
55212,5.140
55213,4.318
55214,4.348
55215,6.051
55216,3.635
55217,6.073
55218,7.013
55219,4.650
55220,4.470
55221,4.072
55222,3.719
55223,3.762
55224,4.404
55225,4.426
55226,3.762
55227,4.895
55228,4.650
55229,2.221
55230,3.907
55231,3.430
55232,3.654
55233,4.773
55234,2.708
55235,4.524
55236,4.695
55237,3.740
55238,3.430
55239,4.203
55240,2.889
55241,5.394
55242,4.175
55243,3.849
55244,2.723
55245,4.094
55246,3.871
55247,4.507
55248,4.492
55249,3.892
55250,3.430
55251,4.636
55252,5.446
55253,4.203
55254,4.882
55255,4.563
55256,4.882
55257,3.762
55258,4.160
55259,2.165
55260,3.992
55261,4.695
55262,5.403
55263,4.426
55264,6.734
55265,4.224
55266,4.824
55267,2.442
55268,4.492
55269,2.420
55270,3.452
55271,3.986
55272,5.626
55273,4.302
55274,2.376
55275,2.376
55276,4.769
55277,3.774
55278,4.671
55279,6.183
55280,5.308
55281,3.762
55282,1.380
55283,5.986
55284,4.913
55285,4.673
55286,4.426
55287,3.408
55288,5.179
55289,3.452
55290,5.582
55291,5.294
55292,4.765
55293,4.450
55294,2.276
55295,4.962
55296,3.740
55297,4.492
55298,5.127
55299,4.209
55300,4.339
55301,3.892
55302,4.448
55303,5.162
55304,3.871
55305,5.618
55306,4.507
55307,4.183
55308,3.545
55309,5.071
55310,4.426
55311,4.160
55312,4.426
55313,4.715
55314,4.094
55315,4.671
55316,4.448
55317,4.550
55318,4.671
55319,5.596
55320,3.774
55321,4.470
55322,5.561
55323,5.858
55324,4.426
55325,2.442
55326,4.939
55327,5.359
55328,3.864
55329,5.681
55330,5.712
55331,4.903
55332,3.943
55333,4.448
55334,3.207
55335,4.318
55336,2.519
55337,3.740
55338,3.740
55339,4.426
55340,4.470
55341,3.076
55342,5.403
55343,3.221
55344,6.680
55345,3.479
55346,4.773
55347,4.693
55348,4.636
55349,4.550
55350,4.671
55351,4.717
55352,4.218
55353,4.770
55354,4.671
55355,5.049
55356,3.408
55357,5.162
55358,4.593
55359,4.600
55360,4.426
55361,4.231
55362,4.671
55363,4.628
55364,5.561
55365,3.762
55366,4.404
55367,6.827
55368,4.116
55369,6.700
55370,4.239
55371,6.291
55372,3.719
55373,2.845
55374,3.762
55375,4.448
55376,4.085
55377,1.446
55378,3.784
55379,4.426
55380,4.448
55381,3.762
55382,4.448
55383,4.404
55384,4.404
55385,4.094
55386,3.632
55387,4.903
55388,3.430
55389,3.806
55390,4.218
55391,4.903
55392,3.784
55393,4.426
55394,3.408
55395,5.994
55396,4.102
55397,4.882
55398,4.492
55399,4.715
55400,5.075
55401,2.181
55402,6.106
55403,3.812
55404,3.886
55405,3.719
55406,4.448
55407,3.986
55408,4.715
55409,3.430
55410,5.149
55411,4.795
55412,4.550
55413,2.044
55414,4.218
55415,4.695
55416,5.018
55417,4.239
55418,3.059
55419,3.452
55420,5.105
55421,4.072
55422,2.170
55423,3.408
55424,3.408
55425,5.207
55426,4.448
55427,5.526
55428,4.448
55429,4.007
55430,3.675
55431,4.895
55432,5.097
55433,4.550
55434,2.276
55435,4.404
55436,4.426
55437,4.094
55438,3.496
55439,4.448
55440,2.940
55441,3.784
55442,4.007
55443,5.604
55444,4.693
55445,3.740
55446,4.196
55447,2.976
55448,3.762
55449,4.426
55450,3.207
55451,4.873
55452,3.762
55453,5.142
55454,4.903
55455,4.426
55456,5.403
55457,5.108
55458,4.404
55459,4.426
55460,3.064
55461,5.394
55462,2.853
55463,4.895
55464,5.027
55465,4.686
55466,4.470
55467,5.403
55468,4.448
55469,4.593
55470,4.116
55471,4.873
55472,6.073
55473,4.433
55474,3.784
55475,3.719
55476,2.513
55477,4.404
55478,4.181
55479,4.695
55480,4.873
55481,5.097
55482,4.072
55483,4.116
55484,2.023
55485,2.276
55486,4.650
55487,4.817
55488,5.005
55489,5.149
55490,3.207
55491,4.507
55492,5.350
55493,4.404
55494,4.604
55495,1.250
55496,5.858
55497,4.492
55498,5.596
55499,4.470
55500,6.016
55501,4.426
55502,4.715
55503,3.545
55504,4.448
55505,2.719
55506,3.207
55507,5.315
55508,4.519
55509,2.896
55510,4.196
55511,3.828
55512,4.116
55513,4.072
55514,5.097
55515,3.762
55516,3.877
55517,4.094
55518,5.315
55519,5.329
55520,4.470
55521,4.160
55522,3.183
55523,3.784
55524,2.398
55525,4.469
55526,4.671
55527,3.664
55528,5.582
55529,2.889
55530,3.740
55531,4.433
55532,4.094
55533,4.411
55534,3.828
55535,4.094
55536,4.650
55537,5.018
55538,4.326
55539,7.135
55540,4.550
55541,6.305
55542,3.207
55543,3.539
55544,4.448
55545,4.426
55546,4.138
55547,4.203
55548,4.426
55549,4.094
55550,4.426
55551,4.882
55552,4.448
55553,4.693
55554,4.671
55555,5.047
55556,3.762
55557,5.360
55558,4.695
55559,4.903
55560,3.740
55561,4.426
55562,4.758
55563,4.470
55564,3.762
55565,4.814
55566,5.626
55567,4.702
55568,5.703
55569,4.882
55570,3.762
55571,5.511
55572,3.364
55573,4.650
55574,4.196
55575,3.654
55576,4.903
55577,4.426
55578,4.528
55579,4.825
55580,4.895
55581,4.528
55582,4.426
55583,6.077
55584,3.916
55585,2.611
55586,3.221
55587,3.871
55588,5.117
55589,5.672
55590,6.250
55591,5.234
55592,4.324
55593,5.539
55594,4.650
55595,3.207
55596,4.628
55597,3.740
55598,4.082
55599,4.470
55600,4.094
55601,3.696
55602,4.394
55603,5.208
55604,5.071
55605,3.327
55606,2.853
55607,3.762
55608,3.327
55609,3.740
55610,4.913
55611,3.207
55612,3.221
55613,4.751
55614,4.770
55615,4.873
55616,4.650
55617,4.650
55618,4.550
55619,3.762
55620,4.116
55621,5.149
55622,3.740
55623,4.082
55624,3.602
55625,4.903
55626,4.960
55627,4.983
55628,4.448
55629,4.094
55630,5.596
55631,5.445
55632,3.828
55633,4.693
55634,4.426
55635,5.703
55636,5.394
55637,5.057
55638,3.871
55639,4.318
55640,3.899
55641,5.308
55642,5.582
55643,4.203
55644,5.049
55645,5.049
55646,5.784
55647,3.185
55648,4.993
55649,4.094
55650,5.049
55651,4.203
55652,4.448
55653,3.740
55654,3.207
55655,5.127
55656,4.239
55657,4.433
55658,4.426
55659,3.654
55660,4.411
55661,3.185
55662,4.426
55663,4.895
55664,2.737
55665,4.209
55666,4.882
55667,4.072
55668,2.170
55669,5.092
55670,3.828
55671,4.072
55672,3.126
55673,3.303
55674,4.209
55675,2.170
55676,4.715
55677,4.239
55678,4.717
55679,5.224
55680,5.049
55681,4.231
55682,4.895
55683,3.828
55684,5.005
55685,4.319
55686,5.075
55687,3.740
55688,4.448
55689,5.140
55690,3.207
55691,5.372
55692,3.986
55693,5.887
55694,4.650
55695,4.448
55696,4.196
55697,3.943
55698,5.083
55699,4.094
55700,4.231
55701,4.571
55702,4.671
55703,4.693
55704,3.762
55705,4.470
55706,5.329
55707,4.607
55708,4.318
55709,3.762
55710,5.278
55711,4.426
55712,5.118
55713,5.157
55714,4.426
55715,4.608
55716,4.203
55717,4.895
55718,3.883
55719,4.239
55720,4.786
55721,4.296
55722,4.895
55723,3.185
55724,6.038
55725,5.604
55726,5.381
55727,2.044
55728,4.671
55729,3.221
55730,2.376
55731,4.318
55732,3.762
55733,4.260
55734,6.051
55735,5.350
55736,1.712
55737,3.272
55738,3.408
55739,3.964
55740,3.452
55741,6.680
55742,4.448
55743,3.784
55744,4.448
55745,3.806
55746,4.318
55747,4.426
55748,4.814
55749,4.773
55750,1.893
55751,3.784
55752,4.882
55753,5.523
55754,4.470
55755,4.296
55756,4.072
55757,4.997
55758,3.740
55759,4.094
55760,5.858
55761,4.448
55762,4.470
55763,4.903
55764,4.296
55765,4.693
55766,4.903
55767,4.628
55768,5.118
55769,1.821
55770,3.762
55771,3.185
55772,5.127
55773,5.118
55774,3.855
55775,6.073
55776,5.403
55777,4.448
55778,4.715
55779,4.181
55780,3.762
55781,4.082
55782,5.224
55783,4.940
55784,4.318
55785,2.221
55786,2.889
55787,5.280
55788,5.210
55789,7.066
55790,3.589
55791,4.671
55792,3.091
55793,3.445
55794,5.499
55795,4.242
55796,4.983
55797,2.834
55798,4.072
55799,4.160
55800,4.426
55801,6.891
55802,3.430
55803,5.878
55804,3.207
55805,5.596
55806,4.571
55807,4.925
55808,4.187
55809,3.075
55810,4.671
55811,2.889
55812,3.762
55813,5.127
55814,5.207
55815,4.094
55816,5.048
55817,6.380
55818,3.207
55819,3.537
55820,5.171
55821,3.762
55822,4.671
55823,2.232
55824,4.773
55825,3.892
55826,3.986
55827,4.426
55828,6.110
55829,5.307
55830,4.947
55831,5.360
55832,4.181
55833,3.943
55834,5.567
55835,4.686
55836,3.773
55837,5.806
55838,4.836
55839,4.160
55840,2.376
55841,5.858
55842,5.484
55843,4.895
55844,4.448
55845,5.582
55846,4.693
55847,2.889
55848,4.426
55849,3.986
55850,5.118
55851,4.795
55852,2.666
55853,3.740
55854,5.118
55855,4.967
55856,5.445
55857,5.359
55858,5.403
55859,4.671
55860,5.049
55861,2.491
55862,4.072
55863,4.650
55864,5.118
55865,4.765
55866,4.094
55867,4.550
55868,3.796
55869,4.426
55870,4.658
55871,4.795
55872,2.853
55873,3.452
55874,4.786
55875,3.762
55876,4.693
55877,4.717
55878,3.539
55879,4.470
55880,4.628
55881,5.162
55882,3.327
55883,3.430
55884,3.806
55885,4.404
55886,4.773
55887,4.439
55888,4.671
55889,4.339
55890,3.986
55891,4.094
55892,4.448
55893,3.327
55894,4.786
55895,4.671
55896,4.719
55897,6.789
55898,3.632
55899,5.207
55900,3.221
55901,6.608
55902,4.087
55903,4.448
55904,2.730
55905,4.903
55906,3.430
55907,3.430
55908,2.723
55909,4.448
55910,3.430
55911,5.049
55912,4.426
55913,2.398
55914,4.873
55915,3.185
55916,4.448
55917,2.334
55918,4.824
55919,3.871
55920,1.380
55921,2.889
55922,4.903
55923,4.426
55924,3.871
55925,4.203
55926,4.448
55927,3.762
55928,4.563
55929,3.762
55930,3.762
55931,5.027
55932,5.626
55933,4.094
55934,4.903
55935,4.903
55936,4.873
55937,5.909
55938,3.560
55939,1.604
55940,4.895
55941,4.895
55942,3.719
55943,4.448
55944,5.452
55945,4.306
55946,4.650
55947,4.563
55948,4.426
55949,3.185
55950,4.947
55951,3.994
55952,3.740
55953,5.135
55954,4.650
55955,4.116
55956,5.359
55957,5.149
55958,4.079
55959,4.773
55960,5.359
55961,4.426
55962,5.105
55963,4.087
55964,4.541
55965,4.882
55966,5.582
55967,4.187
55968,5.725
55969,3.430
55970,4.302
55971,6.305
55972,1.712
55973,4.615
55974,4.238
55975,3.185
55976,3.986
55977,4.839
55978,3.415
55979,2.666
55980,4.072
55981,3.441
55982,3.740
55983,4.318
55984,5.858
55985,4.326
55986,4.448
55987,4.671
55988,4.695
55989,4.507
55990,4.122
55991,6.029
55992,5.545
55993,3.640
55994,4.671
55995,5.858
55996,4.426
55997,5.250
55998,4.492
55999,4.650
56000,4.426
56001,4.339
56002,3.719
56003,4.671
56004,5.127
56005,4.404
56006,5.229
56007,5.105
56008,4.765
56009,4.515
56010,3.185
56011,4.007
56012,5.256
56013,4.492
56014,3.430
56015,4.693
56016,3.774
56017,4.860
56018,5.303
56019,3.185
56020,4.448
56021,4.858
56022,2.823
56023,4.895
56024,5.162
56025,4.072
56026,4.318
56027,4.903
56028,5.992
56029,4.220
56030,3.185
56031,4.268
56032,5.105
56033,4.094
56034,3.828
56035,3.762
56036,5.027
56037,5.075
56038,4.072
56039,4.404
56040,3.336
56041,4.671
56042,3.430
56043,4.296
56044,3.916
56045,5.140
56046,5.953
56047,4.136
56048,3.871
56049,4.231
56050,4.426
56051,6.051
56052,4.895
56053,4.773
56054,4.903
56055,4.665
56056,5.250
56057,5.626
56058,2.023
56059,5.381
56060,4.426
56061,3.185
56062,5.986
56063,5.227
56064,3.207
56065,3.632
56066,4.339
56067,4.138
56068,5.097
56069,3.430
56070,4.693
56071,3.828
56072,4.895
56073,4.426
56074,6.173
56075,5.858
56076,3.828
56077,2.715
56078,5.337
56079,4.786
56080,4.448
56081,3.849
56082,3.784
56083,4.116
56084,4.671
56085,4.873
56086,4.060
56087,6.261
56088,6.029
56089,4.072
56090,3.452
56091,6.305
56092,3.517
56093,4.792
56094,2.851
56095,2.044
56096,4.296
56097,4.094
56098,4.246
56099,5.626
56100,5.741
56101,4.839
56102,4.339
56103,2.687
56104,5.604
56105,5.600
56106,4.492
56107,4.319
56108,4.608
56109,4.203
56110,4.882
56111,4.925
56112,2.376
56113,4.072
56114,4.650
56115,4.636
56116,4.072
56117,4.296
56118,4.895
56119,4.448
56120,3.719
56121,3.740
56122,3.218
56123,3.408
56124,4.389
56125,5.858
56126,4.578
56127,4.160
56128,4.318
56129,6.073
56130,4.650
56131,3.539
56132,3.654
56133,4.895
56134,3.452
56135,4.087
56136,3.539
56137,5.438
56138,2.268
56139,4.160
56140,4.550
56141,4.470
56142,4.426
56143,3.632
56144,4.903
56145,5.228
56146,2.276
56147,3.654
56148,4.187
56149,4.698
56150,4.209
56151,4.550
56152,5.062
56153,2.268
56154,3.654
